keyword,degree,betweenness,eigenvector,closeness
interface,0.04581005586592178,0.00025438818198363186,0.006169652946846997,0.49284140969163
meta,0.034636871508379886,7.641731246659478e-05,0.005775867559492301,0.4939293598233996
script,0.05921787709497206,0.00034816909852570534,0.010321020471897065,0.5076574021554169
architecture,0.1217877094972067,0.0020519355072480443,0.023857360904146314,0.5212580081537566
people,0.043575418994413403,0.00022866896791525837,0.006131447344368716,0.4950221238938053
phenomenon,0.02346368715083799,7.323989718569407e-05,0.0017399595416912634,0.4524772497472194
way,0.029050279329608936,0.00012778314988338263,0.003808622812281301,0.48694232861806314
central,0.03128491620111731,0.00016469212602753682,0.005106004875345477,0.48987411056376573
doe,0.03240223463687151,0.00019767258432693395,0.004866645020201689,0.4980523094045632
examine,0.029050279329608936,0.00015643441367236955,0.0016002373905603267,0.46517671517671516
good,0.034636871508379886,0.00017176521322812127,0.003941315588370556,0.4866775421424687
unification,0.026815642458100558,7.162109989588955e-05,0.006249507368716036,0.48588490770901194
human,0.15754189944134078,0.0026803889134304295,0.035446604799014486,0.5264705882352941
conversation,0.04469273743016759,0.00021265284318404824,0.007918167352652977,0.4931129476584022
conversational,0.07262569832402234,0.0006184951243455465,0.013219389672966727,0.5079455164585698
automatically,0.09162011173184356,0.0010803645340210135,0.014450115628602938,0.5146635997699828
could,0.036871508379888264,0.00013062214133968775,0.006766661542667031,0.4991634132738427
entropy,0.04692737430167598,0.00021585255948160557,0.01017012992629574,0.4969461410327596
relative,0.030167597765363124,0.00011112530839020345,0.0079295168350571,0.47835382148583644
criterion,0.07262569832402234,0.000680017298993543,0.013839943397450635,0.5117209834190967
change,0.11731843575418993,0.002553029208358794,0.02228022279024588,0.5252347417840375
generate,0.029050279329608936,7.305667312616668e-05,0.005633239146123081,0.4914881933003844
attribute,0.055865921787709494,0.0003304316709598372,0.01015148027138198,0.5025266704098821
cue,0.029050279329608936,4.201322877610434e-05,0.008604590559834974,0.48118279569892475
word based,0.03128491620111731,0.00013842471821435586,0.007503338994596163,0.488803932277444
optimality,0.025698324022346366,2.647890199404406e-05,0.002238197499830811,0.4632505175983437
optimality theory,0.025698324022346366,2.647890199404406e-05,0.002238197499830811,0.4632505175983437
theory,0.07039106145251396,0.0005206729892638428,0.008856753304176965,0.5053642010163749
non,0.12402234636871508,0.0027738353640109547,0.023954587667578305,0.5252347417840375
implementation,0.03240223463687151,0.0001971707332450262,0.004840959167744373,0.4874727668845316
minimal,0.036871508379888264,0.0001705587884903267,0.0042428084553710384,0.48170075349838537
phase,0.04469273743016759,0.000276065469119253,0.0042099192614998325,0.4896061269146608
sample,0.03240223463687151,8.762941738420552e-05,0.004353462205592228,0.4942020982882385
small,0.0335195530726257,8.297058514078378e-05,0.004567303646862955,0.48827059465357336
signal,0.03798882681564245,0.000170023793565492,0.004901026395220198,0.4931129476584022
tool,0.1664804469273743,0.0028913060229439737,0.03175736008750961,0.5289598108747045
abstract,0.12290502793296089,0.0016680133024396032,0.030514915433592076,0.5209545983701979
issue,0.027932960893854747,0.0001023127009185185,0.0026921385306587432,0.4806659505907626
study,0.1318435754189944,0.001905026694926695,0.023332999091077573,0.5246189917936694
distribution,0.10391061452513965,0.0014090079971690729,0.019231677668622903,0.5146635997699828
parameter,0.06256983240223463,0.000515991510317319,0.012125721844654085,0.5085227272727273
rank,0.022346368715083796,6.276197953138927e-05,0.003249256442028666,0.47707889125799574
node,0.036871508379888264,0.00019697596185055147,0.004714260438642335,0.46736292428198434
already,0.05810055865921787,0.0005495928740618668,0.007336829894178691,0.5067950169875425
ambiguity,0.09497206703910614,0.001267400838332887,0.021739272209292348,0.5152561888313184
candidate,0.06815642458100558,0.0008540389433100011,0.01017434837072146,0.5128939828080229
detection,0.088268156424581,0.0009156780718221223,0.015296159630768158,0.5062217194570136
controlled,0.053631284916201116,0.0003337255114446508,0.016293861500457998,0.48933843630399126
based grammar,0.043575418994413403,0.00023716917908977496,0.008910657073633733,0.4952960708356392
constraint based,0.025698324022346366,3.556005253187536e-05,0.005189772462472818,0.45944558521560575
difference,0.05810055865921787,0.0005417573944900517,0.00812109876908757,0.5053642010163749
come,0.029050279329608936,0.00012339776827166989,0.0053114531763849455,0.45944558521560575
hierarchical,0.041340782122905026,0.000292533404131771,0.007411569295076345,0.49284140969163
agreement,0.06480446927374302,0.0005754178812231151,0.007253814803856529,0.5053642010163749
combination,0.07374301675977653,0.000697839535441741,0.009418479053014132,0.5140723721998851
pronunciation,0.048044692737430165,0.00027884276598970635,0.008909804625000453,0.5
dop,0.025698324022346366,7.899873397781122e-05,0.00403950133198417,0.45202020202020204
derivation,0.04581005586592178,0.00032531078020715646,0.006181609812320779,0.504225352112676
matching,0.036871508379888264,0.00022356147603259404,0.006212817052196397,0.4933847850055127
multiple,0.09385474860335195,0.0007989297204097631,0.019517052770936627,0.5126002290950744
left,0.041340782122905026,0.0007612016126347505,0.004018271093282867,0.4856212696690179
contrast,0.025698324022346366,0.00013833857346650278,0.0029459923686279174,0.4786096256684492
efficient,0.024581005586592177,0.00010690142248862442,0.005319189971168569,0.463010863942059
local,0.03240223463687151,0.00019470273605293835,0.004535459359639624,0.4939293598233996
larger,0.026815642458100558,9.263763880653687e-05,0.005364876100802347,0.4952960708356392
much,0.024581005586592177,9.030297690517732e-05,0.002805666357221097,0.47886570358480474
produce,0.035754189944134075,0.00021143497858617334,0.0058156593717253935,0.488803932277444
selectional,0.026815642458100558,5.095257921041302e-05,0.0044920514167892285,0.4426310583580613
second,0.04581005586592178,0.00038840875522114563,0.0046750176777044395,0.5033745781777278
useful,0.026815642458100558,0.00010005630287025778,0.004398600637373694,0.48040794417606014
anaphora resolution,0.05251396648044692,0.0002620135836565328,0.006385349609942544,0.4983296213808463
estimation,0.041340782122905026,0.0001842273255970391,0.005856639819154272,0.4727945060750132
prior,0.04692737430167598,0.0001930842426875494,0.010708956904493864,0.4963948973932335
hand,0.048044692737430165,0.00022576051655612107,0.006392946692647535,0.505079006772009
previous,0.03910614525139664,0.00010680712082005297,0.004029301572696003,0.4786096256684492
semi,0.042458100558659215,0.00014021298305324844,0.006291277398850652,0.5002794857462269
metric,0.08603351955307262,0.0007876462744458494,0.015684777423149176,0.50997150997151
event,0.11508379888268155,0.0017477553562610583,0.017866487472066653,0.52065154159395
high,0.07486033519553072,0.0006001983953652105,0.011749895365420203,0.5085227272727273
across,0.10167597765363127,0.0014957966917093946,0.015108941533770895,0.5203488372093024
across different,0.0335195530726257,0.00010182920515098235,0.0036555096860004695,0.48641304347826086
version,0.025698324022346366,9.567641820965463e-05,0.004266521195066324,0.4837837837837838
interpretation,0.04022346368715084,0.00014765892492184392,0.00661578769595949,0.5005592841163311
another,0.0659217877094972,0.0004374336440711344,0.012756872947286063,0.5067950169875425
decision,0.06480446927374302,0.0004323340124804776,0.009558095163943217,0.5019629837352776
information retrieval,0.035754189944134075,0.00013382417827377573,0.006873787698077115,0.48694232861806314
temporal expression,0.030167597765363124,0.00010120722946819498,0.0040033989776337145,0.4909489851892485
addition,0.06815642458100558,0.0014905809972831617,0.008553240740899321,0.5076574021554169
addressed,0.04692737430167598,0.00024913101501172443,0.008038226145542103,0.5008393956351427
adverbial,0.041340782122905026,0.0004224144024599938,0.0025794661165732796,0.47657082002129925
target,0.05810055865921787,0.00022336774784773397,0.014089854200667556,0.48247978436657685
inference,0.05921787709497206,0.00039634546996074695,0.01221364043164693,0.5056497175141242
quantitative,0.026815642458100558,9.978846671671271e-05,0.0028195406571692983,0.48720740337506807
program,0.035754189944134075,0.0002323867461605589,0.005394525226730747,0.49667036625971145
algorithm used,0.02346368715083799,6.733922661133201e-05,0.004042890886778973,0.4524772497472194
shared,0.03798882681564245,9.030650663048389e-05,0.007208376629706676,0.46349041947177627
shared task,0.029050279329608936,8.946818241693805e-05,0.004014004861490162,0.4627714581178904
2000,0.04469273743016759,0.0004477894096476631,0.005047149448566823,0.4947484798231067
conll,0.03128491620111731,4.399781823101277e-05,0.006579811813179878,0.45944558521560575
background,0.024581005586592177,4.913454500589166e-05,0.0026143621986057498,0.45850409836065575
calculus,0.061452513966480445,0.000704149434035285,0.007240590858794646,0.4874727668845316
process,0.04469273743016759,0.00042201531933049545,0.005229320556598042,0.49175824175824173
step,0.042458100558659215,0.00022097175394042974,0.004014308943304578,0.5022446689113356
work,0.10391061452513965,0.0012449206570129027,0.023111900351289683,0.514367816091954
attention,0.024581005586592177,6.346244370481927e-05,0.003233773405225018,0.48118279569892475
common,0.07932960893854749,0.0009907285584645354,0.012738386846732534,0.5134825014343086
frequency,0.08491620111731843,0.0012472331581733968,0.01654121536367717,0.5126002290950744
hypothesis,0.027932960893854747,0.00033536422429723795,0.002624938793255212,0.4543147208121827
lattice,0.027932960893854747,0.0001089251374467461,0.004463266232054374,0.4896061269146608
describe,0.11620111731843574,0.0018077978823614778,0.01926878736368017,0.5233918128654971
amount,0.042458100558659215,0.0001223632648143045,0.009162447973014283,0.4952960708356392
list,0.048044692737430165,0.00022357382978312884,0.008132890648749194,0.5008393956351427
web,0.06815642458100558,0.0005807874541294577,0.011729709218576035,0.5093910073989756
acquired,0.03128491620111731,0.0001287320056805532,0.0030708155403204027,0.488803932277444
basque,0.025698324022346366,4.8017804878807895e-05,0.0029580238594869197,0.46785154208050184
semantic relation,0.03910614525139664,7.66786491651623e-05,0.010576570607011547,0.4931129476584022
concept,0.13519553072625698,0.0019408450672190494,0.031549145395693895,0.5140723721998851
cluster,0.05810055865921787,0.00047975776610989626,0.009869667428741903,0.5047941342357586
ontology,0.09497206703910614,0.001441565343240165,0.015428844613341802,0.5161476355247981
related,0.055865921787709494,0.0004048374285000977,0.008778202170911178,0.505079006772009
sens,0.036871508379888264,0.0002321261454805178,0.005891610761772762,0.47835382148583644
signature,0.022346368715083796,3.7426596082478106e-05,0.0028435748261296636,0.4468297553669496
collocation,0.029050279329608936,8.57270775680863e-05,0.005498763594201039,0.48694232861806314
genre,0.024581005586592177,8.297367019948619e-05,0.004499025082676256,0.45991778006166495
per,0.030167597765363124,0.0001427331019394368,0.0033261663520095597,0.48404542996214167
alphabet,0.05027932960893854,0.0008374079063942735,0.007035303135843291,0.4939293598233996
cascade,0.030167597765363124,0.00016656882412075213,0.0025978208171411974,0.48509485094850946
description,0.07486033519553072,0.0006575390619653956,0.01891134137105501,0.5067950169875425
extract,0.034636871508379886,0.00010776963997139928,0.004989455746154424,0.4922992299229923
use,0.11620111731843574,0.0021873758380475325,0.018924983628711246,0.5203488372093024
evaluate,0.041340782122905026,0.00016934704097023827,0.006800385009960583,0.5005592841163311
novel,0.08268156424581005,0.0009008176292892335,0.01220202119915271,0.5179398148148148
engineering,0.03240223463687151,0.00014331921814512394,0.0053707787138658905,0.48092423428264375
temporal information,0.025698324022346366,5.851284010087558e-05,0.0034641860620084203,0.4644525168655942
2001,0.03798882681564245,0.0003483359348405192,0.004812723314848997,0.5022446689113356
explicit,0.025698324022346366,7.992775357309659e-05,0.003078027264074119,0.4668753260302556
extension,0.03798882681564245,0.0006515110146405955,0.004877675472619362,0.4750530785562633
aim,0.1206703910614525,0.0034594877037648153,0.019418034654234636,0.5203488372093024
syllable,0.034636871508379886,0.00016406532142386392,0.005571419972086594,0.49888517279821626
phonological,0.024581005586592177,0.0001533678666941209,0.004957828960109788,0.47354497354497355
multi,0.088268156424581,0.0009408474050302768,0.019304669373237514,0.5179398148148148
free grammar,0.042458100558659215,0.0003891173885730041,0.003658240182223327,0.4778430325680726
phonology,0.015642458100558657,2.99204009933162e-05,0.001231844783680449,0.43743890518084066
computational phonology,0.015642458100558657,2.99204009933162e-05,0.001231844783680449,0.43743890518084066
length,0.03128491620111731,0.00014301543821391313,0.007111682704334171,0.48641304347826086
word length,0.01675977653631285,1.9502250758024663e-05,0.005255832547899979,0.4466067864271457
number,0.041340782122905026,0.00019732806133767878,0.006720003066362196,0.5019629837352776
score,0.10391061452513965,0.0011480653242600368,0.01796445918548327,0.5176402544823597
article,0.15083798882681562,0.0030948981276703777,0.024991333947339323,0.5308422301304864
thesaurus,0.025698324022346366,3.403880793819658e-05,0.004146303249562761,0.48118279569892475
bigram,0.03128491620111731,6.68326224410626e-05,0.006375883557521368,0.4775880469583778
computation,0.048044692737430165,0.000590016721955723,0.0045314671045771325,0.4969461410327596
type system,0.017877094972067038,2.526217069183041e-05,0.002565662433019902,0.43573515092502435
applying,0.036871508379888264,0.00022875492887339645,0.005155634111651788,0.5033745781777278
based language,0.03128491620111731,6.144999283548909e-05,0.015676233056435288,0.4443892750744787
generator,0.04469273743016759,0.00024199801220538977,0.009576191722523828,0.4980523094045632
correction,0.04692737430167598,0.00015622606088372786,0.013806913500113701,0.4909489851892485
mapping,0.049162011173184354,0.00038726610683280567,0.008682880611764766,0.494475138121547
adjectival,0.04022346368715084,0.0003536981096306,0.002572922324361146,0.48144163528778916
joint,0.05139664804469273,0.00034543310741924903,0.008587731863835988,0.5016816143497758
likelihood,0.02346368715083799,4.634013677718274e-05,0.003014502892612752,0.47606382978723405
improvement,0.05921787709497206,0.000415210274759691,0.013718111714734955,0.5073696145124716
connected,0.048044692737430165,0.0005107184046339619,0.006283626823195733,0.5030916245081506
written,0.030167597765363124,8.95093840878933e-05,0.006637269308023264,0.47886570358480474
generating,0.022346368715083796,8.968165278707451e-05,0.0029306442802829067,0.47631718999467804
age,0.017877094972067038,3.5354859667038226e-05,0.0031072131927672286,0.4758107389686337
single,0.03128491620111731,0.00016402816469715558,0.004073121958348966,0.48800436205016356
obtained,0.042458100558659215,0.0003089716113511891,0.006082705612954662,0.4997208263539922
conceptual,0.06815642458100558,0.0004079953820874176,0.014517132893329718,0.4939293598233996
distance,0.0770949720670391,0.0008080090622538845,0.010867835478925243,0.5091012514220705
syntax,0.043575418994413403,0.00019646306879163604,0.006768552062499296,0.5062217194570136
map,0.03240223463687151,0.00014421198630394994,0.0034982770440915357,0.4866775421424687
summary,0.036871508379888264,8.300947308034908e-05,0.007539284364382885,0.48933843630399126
content,0.1106145251396648,0.001671387095470809,0.020392532447406405,0.5209545983701979
summarization,0.043575418994413403,9.132010264590457e-05,0.009186680993579291,0.49722222222222223
analysis show,0.025698324022346366,5.6292701324092024e-05,0.0029366362752195137,0.47154899894625923
learner,0.034636871508379886,9.692906396815494e-05,0.006758828891075422,0.4742978272390037
language processing,0.05810055865921787,0.00047158246850070363,0.02054900671206336,0.5070821529745042
learned,0.061452513966480445,0.0003219154298967434,0.014505477479368766,0.4983296213808463
reduction,0.05139664804469273,0.0003634878254111517,0.007384565041459568,0.4942020982882385
including,0.036871508379888264,0.00016669275313867978,0.0069957973510933035,0.5
maximum,0.035754189944134075,0.00010016545449948931,0.0058261797071150765,0.48092423428264375
research,0.09832402234636871,0.0010795357764926564,0.016409609791467272,0.5164454702827467
statistic,0.02346368715083799,6.0923795741375874e-05,0.006573617943138792,0.44772386193096547
discourse structure,0.025698324022346366,0.00016030878988071483,0.003101380298037375,0.4780982905982906
compositional,0.08603351955307262,0.001074943401372812,0.02085442137353818,0.5065082059988681
relational,0.01675977653631285,1.4098446630587743e-06,0.0023390868060950013,0.3896386591205921
anaphor,0.030167597765363124,0.00011988266242257616,0.0019406932984879525,0.45020120724346074
complexity,0.0659217877094972,0.00047970883789949574,0.008372687165954225,0.5105533371363377
filtering,0.04022346368715084,0.0001693404774908569,0.0034085596009887525,0.48720740337506807
icon,0.0335195530726257,4.699748180516749e-05,0.008375655897102706,0.48326133909287255
class verb,0.021229050279329607,1.6176005498788574e-05,0.004963528438960497,0.43894065718489456
subject,0.026815642458100558,0.00014770296999178326,0.0031637134748140026,0.4874727668845316
associated,0.04692737430167598,0.00038103132753710447,0.0066760069693540414,0.4997208263539922
mathematical,0.01675977653631285,3.352647252408653e-05,0.0023838165841307624,0.46785154208050184
sequence,0.0670391061452514,0.000665296415278602,0.01331348739742689,0.5014005602240896
right,0.025698324022346366,0.0003293922900917107,0.0016899061332640974,0.45593479368313805
alternative,0.048044692737430165,0.0005155188852671833,0.007528053192243067,0.4983296213808463
unsupervised,0.0659217877094972,0.0005068603968519484,0.013178616823768233,0.5039414414414415
competitive,0.027932960893854747,7.152594039265398e-05,0.004456035959508151,0.48933843630399126
based model,0.029050279329608936,0.00010325360402825751,0.008290121266190225,0.4853579175704989
vector,0.09608938547486033,0.0008170676138794371,0.023979485752607204,0.5149597238204833
defined,0.04581005586592178,0.0001860383208150249,0.008006118874966871,0.5005592841163311
universal,0.034636871508379886,0.000110528335573404,0.006116399961015848,0.47354497354497355
according,0.07150837988826815,0.0008979246642839444,0.013296441481415322,0.5134825014343086
channel,0.027932960893854747,6.82572081332448e-05,0.0034184704042587127,0.47707889125799574
dependent,0.027932960893854747,9.933226648765816e-05,0.0016082953968887153,0.45991778006166495
independent,0.04022346368715084,7.593645791798433e-05,0.00956650028178431,0.48247978436657685
speaker,0.061452513966480445,0.00044893180566420784,0.008711784086544676,0.5091012514220705
linguist,0.02346368715083799,4.07074073755548e-05,0.003095041825966498,0.4742978272390037
brief,0.03240223463687151,0.00024234876740572965,0.002572508413484175,0.4780982905982906
chapter,0.03240223463687151,0.0003095870727272926,0.0020672737921231623,0.4778430325680726
descriptive,0.035754189944134075,0.00026065589065403326,0.004229052777537028,0.4780982905982906
inter,0.04022346368715084,0.0002455420291076511,0.004047796137211515,0.4969461410327596
well,0.05921787709497206,0.0005825435064320885,0.00914494753617593,0.5085227272727273
pair,0.11843575418994412,0.0014951191195670993,0.027335367604507874,0.5161476355247981
lingual,0.035754189944134075,0.00010907038234575203,0.0075451500179073375,0.4786096256684492
platform,0.027932960893854747,6.12851088643885e-05,0.0051107001831834165,0.4806659505907626
textual,0.027932960893854747,9.389851506272812e-05,0.007333459366535893,0.4942020982882385
semantics,0.10949720670391061,0.0023155558413805984,0.021469879228211614,0.5176402544823597
instance,0.024581005586592177,6.512928477402612e-05,0.0027707613645559528,0.4848320693391116
morpheme,0.03128491620111731,9.101639976527391e-05,0.004713028234240806,0.48641304347826086
compared,0.04469273743016759,0.0002834683068165126,0.0063480022785708445,0.49584487534626037
alignment,0.08491620111731843,0.0005267403679947057,0.02607015965874279,0.5025266704098821
senseval,0.02346368715083799,4.419772945018276e-05,0.0052648243228448615,0.4853579175704989
transcription,0.05251396648044692,0.000512489737052436,0.006258581183936065,0.4942020982882385
vocabulary,0.04692737430167598,0.0002716395494721568,0.009541015270092504,0.5022446689113356
collection,0.07039106145251396,0.0004618755302936005,0.014884930171366067,0.5053642010163749
patent,0.034636871508379886,0.00011372454374253111,0.006004976458286351,0.48827059465357336
across language,0.041340782122905026,0.00023947085320628677,0.007397522096665348,0.4986072423398329
driven,0.05810055865921787,0.00034566028233236974,0.017032181356653277,0.49014238773274915
behavior,0.025698324022346366,6.624044772147551e-05,0.0036485850772435473,0.48588490770901194
comparable,0.036871508379888264,0.0001062158906642516,0.008275226084179667,0.47682472029834844
reference,0.061452513966480445,0.0002962842094117571,0.007786589640438306,0.5056497175141242
reference resolution,0.036871508379888264,7.141223413923502e-05,0.005828880887784481,0.4931129476584022
complex,0.07932960893854749,0.0014577444148086709,0.012874307754436575,0.5161476355247981
coreference,0.055865921787709494,0.0002832592999207862,0.0089138202216858,0.4950221238938053
object,0.06815642458100558,0.0005091437280289614,0.013864233781490319,0.49284140969163
entity recognition,0.07039106145251396,0.00022247146144414404,0.019197764255122762,0.4906798245614035
language independent,0.014525139664804468,4.5512103526636546e-07,0.005425860539546015,0.4015253476895469
french,0.1206703910614525,0.0017399714551380738,0.01841460281187459,0.5194428322692978
bilingual,0.055865921787709494,0.00024104717558526024,0.016029042616365757,0.5005592841163311
bleu,0.03910614525139664,0.00010650075587496372,0.01074268164476005,0.47886570358480474
challenge,0.04022346368715084,0.00021895788172485858,0.007807832638126595,0.49121844127332603
author,0.07486033519553072,0.0006622563343538396,0.012633561808133615,0.50997150997151
proposed,0.10167597765363127,0.0014923409350806592,0.02547051277766299,0.5134825014343086
pattern,0.09832402234636871,0.001149172204871428,0.019816341523856126,0.518840579710145
normalization,0.0335195530726257,0.00016376081259671823,0.0043747124131872026,0.4890710382513661
xml,0.036871508379888264,0.0001721951122187764,0.0057582806762085,0.4737956590788777
creation,0.024581005586592177,0.00012827770671690585,0.004286180225733926,0.49722222222222223
parallel,0.08268156424581005,0.0008381321370874198,0.020392122978094975,0.504225352112676
fact,0.030167597765363124,9.479701447940858e-05,0.0051184772293501315,0.5
language generation,0.030167597765363124,7.458103164168971e-05,0.007889742395441742,0.4822198275862069
communication,0.043575418994413403,0.00028991376408326827,0.005883018371367937,0.4906798245614035
theoretic,0.030167597765363124,0.00012147959434228256,0.0027779002816086832,0.4742978272390037
accessibility,0.030167597765363124,0.0001268486630988939,0.003985778090831634,0.4983296213808463
iso,0.03910614525139664,0.0001968859955964351,0.006006234136242183,0.48118279569892475
cost,0.024581005586592177,2.308756947129982e-05,0.005829745701955445,0.46981627296587924
effective,0.024581005586592177,3.78611374149419e-05,0.0035776316671038396,0.4166666666666667
manner,0.013407821229050279,8.590663070415346e-06,0.0017176242530106815,0.38946910356832026
access,0.09385474860335195,0.0017743636203976707,0.013924794305694528,0.5173410404624278
indian,0.0759776536312849,0.00043960999343382976,0.021170519735857398,0.5065082059988681
indian language,0.07262569832402234,0.00036948424295064187,0.019750355666309897,0.5053642010163749
anusaaraka,0.02346368715083799,1.903002952305724e-05,0.006053992731961897,0.4408866995073892
built,0.049162011173184354,0.0003094856782542722,0.007583198284081231,0.4775880469583778
image,0.035754189944134075,7.91544176690482e-05,0.008161179718770398,0.4922992299229923
make,0.053631284916201116,0.00037380067506107673,0.01186526332004893,0.4997208263539922
collaborative,0.025698324022346366,9.648052214444565e-05,0.003446212073309393,0.4468297553669496
effort,0.029050279329608936,9.449288742809222e-05,0.004307930542376876,0.468586387434555
several,0.06368715083798882,0.0004537481286824216,0.011443896211477345,0.4980523094045632
retrieval system,0.026815642458100558,3.732369342452243e-05,0.0072096190829032845,0.4661458333333333
medium,0.04692737430167598,0.00027838989957611654,0.005305793319423111,0.49667036625971145
schema,0.04581005586592178,0.0006483103801377735,0.0043313190474815995,0.4950221238938053
language resource,0.04469273743016759,0.0001364488992956918,0.013648198459564161,0.4920285871357889
ukrainian,0.030167597765363124,0.00022350773830098853,0.002989379291925878,0.46785154208050184
activity,0.05027932960893854,0.0002996643543779274,0.008810396241755008,0.4983296213808463
polarity,0.08044692737430167,0.0006223787113493533,0.011057411995814953,0.5126002290950744
perform,0.041340782122905026,0.00020404600796668874,0.005615728913198972,0.4980523094045632
aligned,0.030167597765363124,0.00010806576166029163,0.008665705122777841,0.48588490770901194
current,0.053631284916201116,0.0003810066955035487,0.005922402236360614,0.5005592841163311
analyse,0.026815642458100558,0.0001865074101859159,0.0033567582465576823,0.4906798245614035
building,0.08491620111731843,0.0009746481258898966,0.015763036910216487,0.5120137299771167
project,0.04581005586592178,0.00040363823911648475,0.00741574134667296,0.49611973392461195
predicate,0.04581005586592178,0.00014048719054262973,0.005515396181221299,0.504225352112676
predicate argument,0.024581005586592177,2.9284977742556233e-05,0.002094563692248323,0.4611025244719217
translation model,0.048044692737430165,0.00017482623670396296,0.014935210915964791,0.4977753058954394
acoustic,0.049162011173184354,0.00028152258968231294,0.010473763509093195,0.48118279569892475
asr,0.042458100558659215,0.0001353364735420598,0.01064585239239867,0.46086508753862
engine,0.048044692737430165,0.000251647141282437,0.010459169103033595,0.5016816143497758
allow,0.0670391061452514,0.0006858479276215219,0.009121496133989436,0.4997208263539922
improve,0.06256983240223463,0.0005196210239621738,0.013317580565289788,0.505079006772009
aim paper,0.02011173184357542,3.5419969316025436e-05,0.002021109297922957,0.4543147208121827
checker,0.025698324022346366,9.159199472786223e-05,0.004797239700456234,0.4874727668845316
verbal,0.027932960893854747,0.0001572807742590531,0.003460342151865659,0.4896061269146608
electronic,0.05251396648044692,0.0003957245135621603,0.00754809451437589,0.5022446689113356
modern,0.042458100558659215,0.0002947882352662046,0.004010467458892134,0.4977753058954394
spelling,0.041340782122905026,0.00026066690548528257,0.007216529993537215,0.4963948973932335
ancient,0.02011173184357542,3.1135274637734517e-05,0.003642665329846954,0.4582693292370712
fine,0.043575418994413403,0.00021262770406936648,0.0051626473701148045,0.48694232861806314
fine grained,0.027932960893854747,6.565517451176271e-05,0.0033868494345386533,0.46981627296587924
grained,0.034636871508379886,0.00015178920997494644,0.004632861540295694,0.48118279569892475
sentiment,0.13519553072625698,0.0018483481928256,0.028005228838743672,0.5227803738317757
sentiment analysis,0.0659217877094972,0.00026479522112329417,0.012188306274282272,0.49888517279821626
mining,0.034636871508379886,0.00011149014609842591,0.005741540564366115,0.4997208263539922
field,0.036871508379888264,0.000201904186913732,0.0029985424293027655,0.47682472029834844
opinion,0.06480446927374302,0.0003348106114796839,0.011136298488082374,0.5065082059988681
adjective,0.0670391061452514,0.0006638469801617003,0.00742803888988793,0.504225352112676
phonetic,0.021229050279329607,5.3952388339672154e-05,0.004701291540795976,0.4822198275862069
hmm,0.055865921787709494,0.00034435053473016433,0.014082669861295177,0.5016816143497758
child,0.05251396648044692,0.00022679259273594634,0.01050141699412883,0.5030916245081506
material,0.030167597765363124,8.771030226435299e-05,0.006132741016783891,0.48933843630399126
implemented,0.03128491620111731,0.00011582933048615807,0.004418361328949125,0.4920285871357889
compositionality,0.035754189944134075,0.00018107943752083638,0.006606196917628357,0.4914881933003844
believe,0.02346368715083799,4.520012816047453e-05,0.005575266870077576,0.47606382978723405
role,0.04469273743016759,0.00022763491329610516,0.005145802738535894,0.5036578503095104
artificial,0.024581005586592177,6.51847558647458e-05,0.003632747775299453,0.48300053966540746
parallel corpus,0.026815642458100558,4.3343697018864415e-05,0.0053248306239064664,0.47555791710945805
treebanks,0.030167597765363124,5.348123198103463e-05,0.003500166815011464,0.48827059465357336
space,0.0770949720670391,0.0007961372834348381,0.012387784826468342,0.5085227272727273
review,0.03240223463687151,5.742630063010048e-05,0.0029750200573912563,0.4688318491356731
end,0.0670391061452514,0.0004015802385695572,0.0160551529707213,0.5067950169875425
social,0.06033519553072625,0.0003041404937889011,0.010047889038118192,0.5014005602240896
note,0.024581005586592177,5.403035980861067e-05,0.003079982027651063,0.48274002157497303
law,0.024581005586592177,0.0001229942783808022,0.004593582432840035,0.48247978436657685
automated,0.024581005586592177,0.00010910252431255666,0.004432660546683877,0.4671189979123173
phrase structure,0.026815642458100558,4.816975109134911e-05,0.00428025862534269,0.48300053966540746
build,0.041340782122905026,0.0001964972796263666,0.0059093661385856595,0.4994419642857143
global,0.03128491620111731,9.549467806608609e-05,0.0039370116309837815,0.4991634132738427
annotation framework,0.03910614525139664,0.00014308285456849187,0.006893736129679438,0.48404542996214167
developing,0.029050279329608936,0.00010236519444335148,0.0045044977008897435,0.47657082002129925
deep,0.04469273743016759,0.00017037739142203976,0.010040329818090568,0.49667036625971145
certain,0.025698324022346366,6.97290867176746e-05,0.002381125913644717,0.4656607700312175
interesting,0.026815642458100558,6.854993291473731e-05,0.00382040953335399,0.48694232861806314
message,0.09608938547486033,0.0006834837912652998,0.016601927411274826,0.5140723721998851
native,0.04022346368715084,0.000151120740554465,0.008474449010367254,0.48092423428264375
non native,0.0335195530726257,8.598948245944213e-05,0.006391873528251471,0.46736292428198434
significant,0.034636871508379886,0.00012393839916083826,0.0045469576369351955,0.46039094650205764
propose,0.05698324022346368,0.0005390954109550345,0.009401658195139223,0.5
lambek,0.027932960893854747,9.110282415299435e-05,0.0008364293317546941,0.42802486848397897
grishin,0.021229050279329607,3.277158441875745e-05,0.0003822235846651407,0.3851118760757315
net,0.022346368715083796,4.4919990905070774e-05,0.0016086896839060778,0.437866927592955
proof,0.030167597765363124,8.596316011660444e-05,0.0010793791049074505,0.4398034398034398
