id,title,summary,authors,published,keywords
http://arxiv.org/abs/cs/0006025v1,Entropy-based Pruning of Backoff Language Models,"A criterion for pruning parameters from N-gram backoff language models is
developed, based on the relative entropy between the original and the pruned
model. It is shown that the relative entropy resulting from pruning a single
N-gram can be computed exactly and efficiently for backoff models. The relative
entropy measure can be expressed as a relative change in training set
perplexity. This leads to a simple pruning criterion whereby all N-grams that
change perplexity by less than a threshold are removed from the model.
Experiments show that a production-quality Hub4 LM can be reduced to 26% its
original size without increasing recognition error. We also compare the
approach to a heuristic pruning criterion by Seymore and Rosenfeld (1996), and
show that their approach can be interpreted as an approximation to the relative
entropy criterion. Experimentally, both approaches select similar sets of
N-grams (about 85% overlap), with the exact relative entropy criterion giving
marginally better performance.",['A. Stolcke'],2000-06-11T18:20:20Z,"['entropy', 'relative', 'criterion', 'model', 'pruning', 'relative entropy', 'gram', 'approach', 'backoff', 'backoff language', 'based', 'change', 'entropy criterion', 'language', 'language model']"
http://arxiv.org/abs/cs/0006028v1,Trainable Methods for Surface Natural Language Generation,"We present three systems for surface natural language generation that are
trainable from annotated corpora. The first two systems, called NLG1 and NLG2,
require a corpus marked only with domain-specific semantic attributes, while
the last system, called NLG3, requires a corpus marked with both semantic
attributes and syntactic dependency information. All systems attempt to produce
a grammatical natural language phrase from a domain-specific semantic
representation. NLG1 serves a baseline system and uses phrase frequencies to
generate a whole phrase in one step, while NLG2 and NLG3 use maximum entropy
probability models to individually generate each word in the phrase. The
systems NLG2 and NLG3 learn to determine both the word choice and the word
order of the phrase. We present experiments in which we generate phrases to
describe flights in the air travel domain.",['Adwait Ratnaparkhi'],2000-06-13T21:06:27Z,"['phrase', 'system', 'corpus', 'domain', 'generate', 'language', 'natural', 'natural language', 'nlg2', 'nlg3', 'semantic', 'word', 'attribute', 'called', 'corpus marked']"
http://arxiv.org/abs/cs/0006036v1,Prosody-Based Automatic Segmentation of Speech into Sentences and Topics,"A crucial step in processing speech audio data for information extraction,
topic detection, or browsing/playback is to segment the input into sentence and
topic units. Speech segmentation is challenging, since the cues typically
present for segmenting text (headers, paragraphs, punctuation) are absent in
spoken language. We investigate the use of prosody (information gleaned from
the timing and melody of speech) for these tasks. Using decision tree and
hidden Markov modeling techniques, we combine prosodic cues with word-based
approaches, and evaluate performance on two speech corpora, Broadcast News and
Switchboard. Results show that the prosodic model alone performs on par with,
or better than, word-based statistical language models -- for both true and
automatically recognized words in news speech. The prosodic model achieves
comparable performance with significantly less training data, and requires no
hand-labeling of prosodic events. Across tasks and corpora, we obtain a
significant improvement over word-only models using a probabilistic combination
of prosodic and lexical information. Inspection reveals that the prosodic
models capture language-independent boundary indicators described in the
literature. Finally, cue usage is task and corpus dependent. For example, pause
and pitch features are highly informative for segmenting news speech, whereas
pause, duration and word-based cues dominate for natural conversation.","['E. Shriberg', 'A. Stolcke', 'D. Hakkani-Tur', 'G. Tur']",2000-06-27T04:39:57Z,"['speech', 'prosodic', 'model', 'word', 'based', 'cue', 'corpus', 'information', 'language', 'news', 'prosodic model', 'task', 'topic', 'word based', 'data']"
http://arxiv.org/abs/cs/0006038v1,Approximation and Exactness in Finite State Optimality Theory,"Previous work (Frank and Satta 1998; Karttunen, 1998) has shown that
Optimality Theory with gradient constraints generally is not finite state. A
new finite-state treatment of gradient constraints is presented which improves
upon the approximation of Karttunen (1998). The method turns out to be exact,
and very compact, for the syllabification analysis of Prince and Smolensky
(1993).","['Dale Gerdemann', 'Gertjan van Noord']",2000-06-28T10:06:02Z,"['1998', 'finite', 'finite state', 'state', 'approximation', 'constraint', 'gradient', 'gradient constraint', 'karttunen', 'karttunen 1998', 'optimality', 'optimality theory', 'theory', '1993', '1998 karttunen']"
http://arxiv.org/abs/cs/0006044v1,Finite-State Non-Concatenative Morphotactics,"Finite-state morphology in the general tradition of the Two-Level and Xerox
implementations has proved very successful in the production of robust
morphological analyzer-generators, including many large-scale commercial
systems. However, it has long been recognized that these implementations have
serious limitations in handling non-concatenative phenomena. We describe a new
technique for constructing finite-state transducers that involves reapplying
the regular-expression compiler to its own output. Implemented in an algorithm
called compile-replace, this technique has proved useful for handling
non-concatenative phenomena; and we demonstrate it on Malay full-stem
reduplication and Arabic stem interdigitation.","['Kenneth R. Beesley', 'Lauri Karttunen']",2000-06-30T13:22:33Z,"['concatenative', 'finite', 'finite state', 'non', 'non concatenative', 'state', 'concatenative phenomenon', 'handling', 'handling non', 'implementation', 'phenomenon', 'proved', 'stem', 'technique', 'algorithm']"
http://arxiv.org/abs/cs/0007009v1,Incremental construction of minimal acyclic finite-state automata,"In this paper, we describe a new method for constructing minimal,
deterministic, acyclic finite-state automata from a set of strings. Traditional
methods consist of two phases: the first to construct a trie, the second one to
minimize it. Our approach is to construct a minimal automaton in a single phase
by adding new strings one by one and minimizing the resulting automaton
on-the-fly. We present a general algorithm as well as a specialization that
relies upon the lexicographical ordering of the input strings.","['Jan Daciuk', 'Stoyan Mihov', 'Bruce Watson', 'Richard Watson']",2000-07-06T14:15:26Z,"['automaton', 'minimal', 'one', 'string', 'acyclic', 'acyclic finite', 'construct', 'finite', 'finite state', 'method', 'new', 'phase', 'state', 'state automaton', 'adding']"
http://arxiv.org/abs/cs/0007018v1,"Bootstrapping a Tagged Corpus through Combination of Existing
  Heterogeneous Taggers","This paper describes a new method, Combi-bootstrap, to exploit existing
taggers and lexical resources for the annotation of corpora with new tagsets.
Combi-bootstrap uses existing resources as features for a second level machine
learning module, that is trained to make the mapping to the new tagset on a
very small sample of annotated corpus material. Experiments show that
Combi-bootstrap: i) can integrate a wide variety of existing resources, and ii)
achieves much higher accuracy (up to 44.7 % error reduction) than both the best
single tagger and an ensemble tagger constructed out of the same small training
sample.","['Jakub Zavrel', 'Walter Daelemans']",2000-07-13T12:46:00Z,"['existing', 'tagger', 'bootstrap', 'combi', 'combi bootstrap', 'corpus', 'new', 'resource', 'existing resource', 'sample', 'small', 'accuracy', 'accuracy error', 'achieves', 'achieves much']"
http://arxiv.org/abs/cs/0007022v1,ATLAS: A flexible and extensible architecture for linguistic annotation,"We describe a formal model for annotating linguistic artifacts, from which we
derive an application programming interface (API) to a suite of tools for
manipulating these annotations. The abstract logical model provides for a range
of storage formats and promotes the reuse of tools that interact through this
API. We focus first on ``Annotation Graphs,'' a graph model for annotations on
linear signals (such as text and speech) indexed by intervals, for which
efficient database storage and querying techniques are applicable. We note how
a wide range of existing annotated corpora can be mapped to this annotation
graph model. This model is then generalized to encompass a wider variety of
linguistic ``signals,'' including both naturally occuring phenomena (as
recorded in images, video, multi-modal interactions, etc.), as well as the
derived resources that are increasingly important to the engineering of natural
language processing systems (such as word lists, dictionaries, aligned
bilingual corpora, etc.). We conclude with a review of the current efforts
towards implementing key pieces of this architecture.","['Steven Bird', 'David Day', 'John Garofolo', 'John Henderson', 'Christophe Laprun', 'Mark Liberman']",2000-07-13T18:26:38Z,"['annotation', 'model', 'graph', 'linguistic', 'annotation graph', 'api', 'architecture', 'corpus', 'etc', 'graph model', 'range', 'signal', 'storage', 'tool', 'abstract']"
http://arxiv.org/abs/cs/0007024v1,"Many uses, many annotations for large speech corpora: Switchboard and
  TDT as case studies","This paper discusses the challenges that arise when large speech corpora
receive an ever-broadening range of diverse and distinct annotations. Two case
studies of this process are presented: the Switchboard Corpus of telephone
conversations and the TDT2 corpus of broadcast news. Switchboard has undergone
two independent transcriptions and various types of additional annotation, all
carried out as separate projects that were dispersed both geographically and
chronologically. The TDT2 corpus has also received a variety of annotations,
but all directly created or managed by a core group. In both cases, issues
arise involving the propagation of repairs, consistency of references, and the
ability to integrate annotations having different formats and levels of detail.
We describe a general framework whereby these issues can be addressed
successfully.","['David Graff', 'Steven Bird']",2000-07-13T18:51:48Z,"['annotation', 'corpus', 'case', 'switchboard', 'arise', 'case study', 'issue', 'large', 'large speech', 'many', 'speech', 'speech corpus', 'study', 'tdt2', 'tdt2 corpus']"
http://arxiv.org/abs/cs/0007031v2,Parameter-free Model of Rank Polysemantic Distribution,"A model of rank polysemantic distribution with a minimal number of fitting
parameters is offered. In an ideal case a parameter-free description of the
dependence on the basis of one or several immediate features of the
distribution is possible.",['Victor Kromer'],2000-07-21T06:07:31Z,"['distribution', 'parameter', 'free', 'model', 'model rank', 'parameter free', 'polysemantic', 'polysemantic distribution', 'rank', 'rank polysemantic', 'basis', 'basis one', 'case', 'case parameter', 'dependence']"
http://arxiv.org/abs/cs/0007035v1,Mapping WordNets Using Structural Information,"We present a robust approach for linking already existing lexical/semantic
hierarchies. We used a constraint satisfaction algorithm (relaxation labeling)
to select --among a set of candidates-- the node in a target taxonomy that
bests matches each node in a source taxonomy. In particular, we use it to map
the nominal part of WordNet 1.5 onto WordNet 1.6, with a very high precision
and a very low remaining ambiguity.","['J. Daude', 'L. Padro', 'G. Rigau']",2000-07-25T17:20:47Z,"['wordnet', 'node', 'taxonomy', 'algorithm', 'algorithm relaxation', 'already', 'already existing', 'ambiguity', 'among', 'among set', 'approach', 'approach linking', 'best', 'best match', 'candidate']"
http://arxiv.org/abs/cs/0007036v1,"Language identification of controlled systems: Modelling, control and
  anomaly detection","Formal language techniques have been used in the past to study autonomous
dynamical systems. However, for controlled systems, new features are needed to
distinguish between information generated by the system and input control. We
show how the modelling framework for controlled dynamical systems leads
naturally to a formulation in terms of context-dependent grammars. A learning
algorithm is proposed for on-line generation of the grammar productions, this
formulation being then used for modelling, control and anomaly detection.
Practical applications are described for electromechanical drives. Grammatical
interpolation techniques yield accurate results and the pattern detection
capabilities of the language-based formulation makes it a promising technique
for the early detection of anomalies or faulty behaviour.","['J. F. Martins', 'J. A. Dente', 'A. J. Pires', 'R. Vilela Mendes']",2000-07-25T17:40:00Z,"['system', 'detection', 'anomaly', 'control', 'controlled', 'formulation', 'language', 'modelling', 'technique', 'anomaly detection', 'control anomaly', 'controlled system', 'dynamical', 'dynamical system', 'grammar']"
http://arxiv.org/abs/cs/0008003v1,Interfacing Constraint-Based Grammars and Generation Algorithms,"Constraint-based grammars can, in principle, serve as the major linguistic
knowledge source for both parsing and generation. Surface generation starts
from input semantics representations that may vary across grammars. For many
declarative grammars, the concept of derivation implicitly built in is that of
parsing. They may thus not be interpretable by a generation algorithm. We show
that linguistically plausible semantic analyses can cause severe problems for
semantic-head-driven approaches for generation (SHDG). We use SeReal, a variant
of SHDG and the DISCO grammar of German as our source of examples. We propose a
new, general approach that explicitly accounts for the interface between the
grammar and the generation algorithm by adding a control-oriented layer to the
linguistic knowledge base that reorganizes the semantics in a way suitable for
generation.",['Stephan Busemann'],2000-08-07T16:06:15Z,"['generation', 'grammar', 'algorithm', 'generation algorithm', 'approach', 'based', 'based grammar', 'constraint', 'constraint based', 'grammar generation', 'knowledge', 'linguistic', 'linguistic knowledge', 'may', 'parsing']"
http://arxiv.org/abs/cs/0008004v1,Comparing two trainable grammatical relations finders,"Grammatical relationships (GRs) form an important level of natural language
processing, but different sets of GRs are useful for different purposes.
Therefore, one may often only have time to obtain a small training corpus with
the desired GR annotations. On such a small training corpus, we compare two
systems. They use different learning techniques, but we find that this
difference by itself only has a minor effect. A larger factor is that in
English, a different GR length measure appears better suited for finding simple
argument GRs than for finding modifier GRs. We also find that partitioning the
data may help memory-based learning.",['Alexander Yeh'],2000-08-08T22:42:51Z,"['different', 'grs', 'corpus', 'find', 'finding', 'grammatical', 'learning', 'may', 'small', 'small training', 'training', 'training corpus', 'two', 'also', 'also find']"
http://arxiv.org/abs/cs/0008005v1,"More accurate tests for the statistical significance of result
  differences","Statistical significance testing of differences in values of metrics like
recall, precision and balanced F-score is a necessary part of empirical natural
language processing. Unfortunately, we find in a set of experiments that many
commonly used tests often underestimate the significance and so are less likely
to detect differences that exist between different techniques. This
underestimation comes from an independence assumption that is often violated.
We point out some useful tests that do not make this assumption, including
computationally-intensive randomization tests.",['Alexander Yeh'],2000-08-08T23:52:02Z,"['test', 'difference', 'significance', 'assumption', 'often', 'statistical', 'statistical significance', 'accurate', 'accurate test', 'assumption including', 'assumption often', 'balanced', 'balanced score', 'come', 'come independence']"
http://arxiv.org/abs/cs/0008007v1,Tagger Evaluation Given Hierarchical Tag Sets,"We present methods for evaluating human and automatic taggers that extend
current practice in three ways. First, we show how to evaluate taggers that
assign multiple tags to each test instance, even if they do not assign
probabilities. Second, we show how to accommodate a common property of manually
constructed ``gold standards'' that are typically used for objective
evaluation, namely that there is often more than one correct answer. Third, we
show how to measure performance when the set of possible tags is
tree-structured in an IS-A hierarchy. To illustrate how our methods can be used
to measure inter-annotator agreement, we show how to compute the kappa
coefficient over hierarchical tag sets.","['I. Dan Melamed', 'Philip Resnik']",2000-08-10T03:21:33Z,"['show', 'tag', 'set', 'tagger', 'assign', 'evaluation', 'hierarchical', 'hierarchical tag', 'measure', 'method', 'tag set', 'used', 'accommodate', 'accommodate common', 'agreement']"
http://arxiv.org/abs/cs/0008012v1,Applying System Combination to Base Noun Phrase Identification,"We use seven machine learning algorithms for one task: identifying base noun
phrases. The results have been processed by different system combination
methods and all of these outperformed the best individual result. We have
applied the seven learners with the best combinator, a majority vote of the top
five systems, to a standard data set and managed to improve the best published
result for this data set.","['Erik F. Tjong Kim Sang', 'Walter Daelemans', 'Herve Dejean', 'Rob Koeling', 'Yuval Krymolowski', 'Vasin Punyakanok', 'Dan Roth']",2000-08-17T13:13:42Z,"['best', 'result', 'system', 'base', 'base noun', 'combination', 'data', 'data set', 'noun', 'noun phrase', 'phrase', 'set', 'seven', 'system combination', 'algorithm']"
http://arxiv.org/abs/cs/0008013v1,Meta-Learning for Phonemic Annotation of Corpora,"We apply rule induction, classifier combination and meta-learning (stacked
classifiers) to the problem of bootstrapping high accuracy automatic annotation
of corpora with pronunciation information. The task we address in this paper
consists of generating phonemic representations reflecting the Flemish and
Dutch pronunciations of a word on the basis of its orthographic representation
(which in turn is based on the actual speech recordings). We compare several
possible approaches to achieve the text-to-pronunciation mapping task:
memory-based learning, transformation-based learning, rule induction, maximum
entropy modeling, combination of classifiers in stacked learning, and stacking
of meta-learners. We are interested both in optimal accuracy and in obtaining
insight into the linguistic regularities involved. As far as accuracy is
concerned, an already high accuracy level (93% for Celex and 86% for Fonilex at
word level) for single classifiers is boosted significantly with additional
error reductions of 31% and 38% respectively using combination of classifiers,
and a further 5% using combination of meta-learners, bringing overall word
level accuracy to 96% for the Dutch variant and 92% for the Flemish variant. We
also show that the application of machine learning methods indeed leads to
increased insight into the linguistic regularities determining the variation
between the two pronunciation variants studied.","['Veronique Hoste', 'Walter Daelemans', 'Erik Tjong Kim Sang', 'Steven Gillis']",2000-08-18T12:06:36Z,"['learning', 'accuracy', 'classifier', 'combination', 'meta', 'pronunciation', 'based', 'level', 'variant', 'word', 'annotation', 'annotation corpus', 'based learning', 'combination classifier', 'combination meta']"
http://arxiv.org/abs/cs/0008014v1,Aspects of Pattern-Matching in Data-Oriented Parsing,"Data-Oriented Parsing (dop) ranks among the best parsing schemes, pairing
state-of-the art parsing accuracy to the psycholinguistic insight that larger
chunks of syntactic structures are relevant grammatical and probabilistic
units. Parsing with the dop-model, however, seems to involve a lot of CPU
cycles and a considerable amount of double work, brought on by the concept of
multiple derivations, which is necessary for probabilistic processing, but
which is not convincingly related to a proper linguistic backbone. It is
however possible to re-interpret the dop-model as a pattern-matching model,
which tries to maximize the size of the substructures that construct the parse,
rather than the probability of the parse. By emphasizing this memory-based
aspect of the dop-model, it is possible to do away with multiple derivations,
opening up possibilities for efficient Viterbi-style optimizations, while still
retaining acceptable parsing accuracy through enhanced context-sensitivity.",['Guy De Pauw'],2000-08-18T13:56:10Z,"['parsing', 'dop', 'model', 'dop model', 'accuracy', 'aspect', 'data', 'data oriented', 'derivation', 'however', 'matching', 'multiple', 'multiple derivation', 'oriented', 'oriented parsing']"
http://arxiv.org/abs/cs/0008015v1,Temiar Reduplication in One-Level Prosodic Morphology,"Temiar reduplication is a difficult piece of prosodic morphology. This paper
presents the first computational analysis of Temiar reduplication, using the
novel finite-state approach of One-Level Prosodic Morphology originally
developed by Walther (1999b, 2000). After reviewing both the data and the basic
tenets of One-level Prosodic Morphology, the analysis is laid out in some
detail, using the notation of the FSA Utilities finite-state toolkit (van Noord
1997). One important discovery is that in this approach one can easily define a
regular expression operator which ambiguously scans a string in the left- or
rightward direction for a certain prosodic property. This yields an elegant
account of base-length-dependent triggering of reduplication as found in
Temiar.",['Markus Walther'],2000-08-18T16:07:17Z,"['one', 'prosodic', 'morphology', 'prosodic morphology', 'reduplication', 'temiar', 'level', 'level prosodic', 'one level', 'temiar reduplication', 'analysis', 'approach', 'approach one', 'finite', 'finite state']"
http://arxiv.org/abs/cs/0008017v1,Efficient probabilistic top-down and left-corner parsing,"This paper examines efficient predictive broad-coverage parsing without
dynamic programming. In contrast to bottom-up methods, depth-first top-down
parsing produces partial parses that are fully connected trees spanning the
entire left context, from which any kind of non-local dependency or partial
semantic interpretation can in principle be read. We contrast two predictive
parsing approaches, top-down and left-corner parsing, and find both to be
viable. In addition, we find that enhancement with non-local information not
only improves parser accuracy, but also substantially improves the search
efficiency.","['Brian Roark', 'Mark Johnson']",2000-08-21T19:27:18Z,"['parsing', 'left', 'top', 'contrast', 'corner', 'corner parsing', 'efficient', 'find', 'improves', 'left corner', 'local', 'non', 'non local', 'partial', 'predictive']"
http://arxiv.org/abs/cs/0008021v1,"Compact non-left-recursive grammars using the selective left-corner
  transform and factoring","The left-corner transform removes left-recursion from (probabilistic)
context-free grammars and unification grammars, permitting simple top-down
parsing techniques to be used. Unfortunately the grammars produced by the
standard left-corner transform are usually much larger than the original. The
selective left-corner transform described in this paper produces a transformed
grammar which simulates left-corner recognition of a user-specified set of the
original productions, and top-down recognition of the others. Combined with two
factorizations, it produces non-left-recursive grammars that are not much
larger than the original.","['Mark Johnson', 'Brian Roark']",2000-08-22T15:16:22Z,"['left', 'grammar', 'corner', 'left corner', 'corner transform', 'transform', 'original', 'larger', 'larger original', 'left recursive', 'much', 'much larger', 'non', 'non left', 'produce']"
http://arxiv.org/abs/cs/0008023v1,Selectional Restrictions in HPSG,"Selectional restrictions are semantic sortal constraints imposed on the
participants of linguistic constructions to capture contextually-dependent
constraints on interpretation. Despite their limitations, selectional
restrictions have proven very useful in natural language applications, where
they have been used frequently in word sense disambiguation, syntactic
disambiguation, and anaphora resolution. Given their practical value, we
explore two methods to incorporate selectional restrictions in the HPSG theory,
assuming that the reader is familiar with HPSG. The first method employs HPSG's
Background feature and a constraint-satisfaction component pipe-lined after the
parser. The second method uses subsorts of referential indices, and blocks
readings that violate selectional restrictions during parsing. While
theoretically less satisfactory, we have found the second method particularly
useful in the development of practical systems.","['Ion Androutsopoulos', 'Robert Dale']",2000-08-23T07:38:22Z,"['restriction', 'selectional', 'selectional restriction', 'hpsg', 'method', 'constraint', 'disambiguation', 'practical', 'restriction hpsg', 'second', 'second method', 'useful', 'anaphora', 'anaphora resolution', 'application']"
http://arxiv.org/abs/cs/0008024v1,"Estimation of Stochastic Attribute-Value Grammars using an Informative
  Sample","We argue that some of the computational complexity associated with estimation
of stochastic attribute-value grammars can be reduced by training upon an
informative subset of the full training set. Results using the parsed Wall
Street Journal corpus show that in some circumstances, it is possible to obtain
better estimation results using an informative sample than when training upon
all the available material. Further experimentation demonstrates that with
unlexicalised models, a Gaussian Prior can reduce overfitting. However, when
models are lexicalised and contain overlapping features, overfitting does not
seem to be a problem, and a Gaussian Prior makes minimal difference to
performance. Our approach is applicable for situations when there are an
infeasibly large number of parses in the training set, or else for when
recovery of these parses from a packed representation is itself computationally
expensive.",['Miles Osborne'],2000-08-23T12:38:08Z,"['training', 'estimation', 'informative', 'using', 'attribute', 'attribute value', 'estimation stochastic', 'gaussian', 'gaussian prior', 'grammar', 'informative sample', 'model', 'overfitting', 'parses', 'prior']"
http://arxiv.org/abs/cs/0008026v1,"Noun-phrase co-occurrence statistics for semi-automatic semantic lexicon
  construction","Generating semantic lexicons semi-automatically could be a great time saver,
relative to creating them by hand. In this paper, we present an algorithm for
extracting potential entries for a category from an on-line corpus, based upon
a small set of exemplars. Our algorithm finds more correct terms and fewer
incorrect ones than previous work in this area. Additionally, the entries that
are generated potentially provide broader coverage of the category than would
occur to an individual coding them by hand. Our algorithm finds many terms not
included within Wordnet (many more than previous algorithms), and could be
viewed as an ``enhancer'' of existing broad-coverage resources.","['Brian Roark', 'Eugene Charniak']",2000-08-24T13:28:25Z,"['algorithm', 'algorithm find', 'category', 'could', 'coverage', 'entry', 'find', 'hand', 'lexicon', 'many', 'previous', 'semantic', 'semantic lexicon', 'semi', 'term']"
http://arxiv.org/abs/cs/0008027v1,"Measuring efficiency in high-accuracy, broad-coverage statistical
  parsing","Very little attention has been paid to the comparison of efficiency between
high accuracy statistical parsers. This paper proposes one machine-independent
metric that is general enough to allow comparisons across very different
parsing architectures. This metric, which we call ``events considered'',
measures the number of ``events'', however they are defined for a particular
parser, for which a probability must be calculated, in order to find the parse.
It is applicable to single-pass or multi-stage parsers. We discuss the
advantages of the metric, and demonstrate its usefulness by using it to compare
two parsers which differ in several fundamental ways.","['Brian Roark', 'Eugene Charniak']",2000-08-24T16:38:53Z,"['parser', 'metric', 'accuracy', 'comparison', 'efficiency', 'efficiency high', 'event', 'high', 'high accuracy', 'parsing', 'statistical', 'accuracy broad', 'accuracy statistical', 'across', 'across different']"
http://arxiv.org/abs/cs/0008028v1,Estimators for Stochastic ``Unification-Based'' Grammars,"Log-linear models provide a statistically sound framework for Stochastic
``Unification-Based'' Grammars (SUBGs) and stochastic versions of other kinds
of grammars. We describe two computationally-tractable ways of estimating the
parameters of such grammars from a training corpus of syntactic analyses, and
apply these to estimate a stochastic version of Lexical-Functional Grammar.","['Mark Johnson', 'Stuart Geman', 'Stephen Canon', 'Zhiyi Chi', 'Stefan Riezler']",2000-08-25T17:23:07Z,"['grammar', 'stochastic', 'based', 'based grammar', 'stochastic unification', 'stochastic version', 'unification', 'unification based', 'version', 'analysis', 'analysis apply', 'apply', 'apply estimate', 'computationally', 'computationally tractable']"
http://arxiv.org/abs/cs/0008029v1,"Exploiting auxiliary distributions in stochastic unification-based
  grammars","This paper describes a method for estimating conditional probability
distributions over the parses of ``unification-based'' grammars which can
utilize auxiliary distributions that are estimated by other means. We show how
this can be used to incorporate information about lexical selectional
preferences gathered from other sources into Stochastic ``Unification-based''
Grammars (SUBGs). While we apply this estimator to a Stochastic
Lexical-Functional Grammar, the method is general, and should be applicable to
stochastic versions of HPSGs, categorial grammars and transformational
grammars.","['Mark Johnson', 'Stefan Riezler']",2000-08-25T17:31:53Z,"['grammar', 'stochastic', 'based', 'based grammar', 'distribution', 'unification', 'unification based', 'auxiliary', 'auxiliary distribution', 'lexical', 'method', 'stochastic unification', 'applicable', 'applicable stochastic', 'apply']"
http://arxiv.org/abs/cs/0008030v1,Metonymy Interpretation Using X NO Y Examples,"We developed on example-based method of metonymy interpretation. One
advantages of this method is that a hand-built database of metonymy is not
necessary because it instead uses examples in the form ``Noun X no Noun Y (Noun
Y of Noun X).'' Another advantage is that we will be able to interpret
newly-coined metonymic sentences by using a new corpus. We experimented with
metonymy interpretation and obtained a precision rate of 66% when using this
method.","['Masaki Murata', 'Qing Ma', 'Atsumu Yamamoto', 'Hitoshi Isahara']",2000-08-28T08:10:14Z,"['metonymy', 'noun', 'example', 'interpretation', 'method', 'metonymy interpretation', 'noun noun', 'using', 'advantage', 'able', 'able interpret', 'advantage able', 'advantage method', 'another', 'another advantage']"
http://arxiv.org/abs/cs/0008031v1,Bunsetsu Identification Using Category-Exclusive Rules,"This paper describes two new bunsetsu identification methods using supervised
learning. Since Japanese syntactic analysis is usually done after bunsetsu
identification, bunsetsu identification is important for analyzing Japanese
sentences. In experiments comparing the four previously available
machine-learning methods (decision tree, maximum-entropy method, example-based
approach and decision list) and two new methods using category-exclusive rules,
the new method using the category-exclusive rules with the highest similarity
performed best.","['Masaki Murata', 'Kiyotaka Uchimoto', 'Qing Ma', 'Hitoshi Isahara']",2000-08-28T08:17:18Z,"['method', 'bunsetsu', 'bunsetsu identification', 'identification', 'using', 'category', 'category exclusive', 'exclusive', 'exclusive rule', 'method using', 'new', 'rule', 'using category', 'decision', 'japanese']"
http://arxiv.org/abs/cs/0008032v1,"Japanese Probabilistic Information Retrieval Using Location and Category
  Information","Robertson's 2-poisson information retrieve model does not use location and
category information. We constructed a framework using location and category
information in a 2-poisson model. We submitted two systems based on this
framework to the IREX contest, Japanese language information retrieval contest
held in Japan in 1999. For precision in the A-judgement measure they scored
0.4926 and 0.4827, the highest values among the 15 teams and 22 systems that
participated in the IREX contest. We describe our systems and the comparative
experiments done when various parameters were changed. These experiments
confirmed the effectiveness of using location and category information.","['Masaki Murata', 'Qing Ma', 'Kiyotaka Uchimoto', 'Hiromi Ozaku', 'Masao Utiyama', 'Hitoshi Isahara']",2000-08-28T08:27:22Z,"['information', 'category', 'category information', 'location', 'location category', 'contest', 'system', 'using', 'using location', 'experiment', 'framework', 'information retrieval', 'irex', 'irex contest', 'japanese']"
http://arxiv.org/abs/cs/0008033v1,Temporal Expressions in Japanese-to-English Machine Translation,"This paper describes in outline a method for translating Japanese temporal
expressions into English. We argue that temporal expressions form a special
subset of language that is best handled as a special module in machine
translation. The paper deals with problems of lexical idiosyncrasy as well as
the choice of articles and prepositions within temporal expressions. In
addition temporal expressions are considered as parts of larger structures, and
the question of whether to translate them as noun phrases or adverbials is
addressed.","['Francis Bond', 'Kentaro Ogura', 'Hajime Uchino']",2000-08-28T19:51:32Z,"['expression', 'temporal', 'temporal expression', 'english', 'japanese', 'machine', 'machine translation', 'paper', 'special', 'translation', 'translation paper', 'addition', 'addition temporal', 'addressed', 'adverbial']"
http://arxiv.org/abs/cs/0008034v1,"Lexicalized Stochastic Modeling of Constraint-Based Grammars using
  Log-Linear Measures and EM Training","We present a new approach to stochastic modeling of constraint-based grammars
that is based on log-linear models and uses EM for estimation from unannotated
data. The techniques are applied to an LFG grammar for German. Evaluation on an
exact match task yields 86% precision for an ambiguity rate of 5.4, and 90%
precision on a subcat frame match for an ambiguity rate of 25. Experimental
comparison to training from a parsebank shows a 10% gain from EM training.
Also, a new class-based grammar lexicalization is presented, showing a 10% gain
over unlexicalized models.","['Stefan Riezler', 'Detlef Prescher', 'Jonas Kuhn', 'Mark Johnson']",2000-08-30T13:14:58Z,"['based', 'grammar', 'based grammar', 'training', 'ambiguity', 'ambiguity rate', 'constraint', 'constraint based', 'gain', 'linear', 'log', 'log linear', 'match', 'model', 'modeling']"
http://arxiv.org/abs/cs/0008035v1,"Using a Probabilistic Class-Based Lexicon for Lexical Ambiguity
  Resolution","This paper presents the use of probabilistic class-based lexica for
disambiguation in target-word selection. Our method employs minimal but precise
contextual information for disambiguation. That is, only information provided
by the target-verb, enriched by the condensed information of a probabilistic
class-based lexicon, is used. Induction of classes and fine-tuning to verbal
arguments is done in an unsupervised manner by EM-based clustering techniques.
The method shows promising results in an evaluation on real-world translations.","['Detlef Prescher', 'Stefan Riezler', 'Mats Rooth']",2000-08-30T13:24:06Z,"['based', 'class', 'class based', 'information', 'probabilistic', 'probabilistic class', 'based lexicon', 'disambiguation', 'lexicon', 'method', 'target', 'ambiguity', 'ambiguity resolution', 'argument', 'argument done']"
